scheme,rmse_followup
B,0.0514087161018207
B,0.0838193218351803
B,0.0467662331591642
B,0.088730605246457
B,0.0373402908409802
B,0.0912897397634089
B,0.0474750053125336
B,0.04113930166686
B,0.0435732018858095
B,0.1379287973143259
B,0.1741836990253789
B,0.0999448621706279
B,0.1648315542241417
B,0.1036152679174262
B,0.0892680577445285
B,0.0469202180781693
B,0.1187032973231139
B,0.079302614635435
B,0.0639577032497216
B,0.1502053843388252
B,0.0549861060723409
B,0.098488622912351
B,0.0760556193197006
B,0.0994506517482193
B,0.0880690661068757
B,0.1981734113169075
B,0.0516787968500732
B,0.1089304873429037
B,0.0624495533021887
B,0.1180464206437462
B,0.0444052939875356
B,0.0675521276979598
B,0.138117383864276
B,0.0400899711171481
B,0.052982201765531
B,0.08550978922339
B,0.0486476771097872
B,0.0473788983750434
B,0.0513555683483642
B,0.0760676807695354
B,0.1399681092362387
B,0.0640093518642047
B,0.0855300003145747
B,0.0822556199692845
B,0.0719391378417745
B,0.0618638983874167
B,0.0582353572294049
B,0.0955443558922652
B,0.1085565437599355
B,0.0459859665691113
B,0.0470411892611662
B,0.0623658388230816
B,0.046398051111523
B,0.0665548020994129
B,0.0921249643058745
B,0.0531677570526053
B,0.0765651208311049
B,0.1018848171255299
B,0.1107305086710968
B,0.0783004139314169
B,0.083983262047044
B,0.1567936588082663
B,0.0653852879423588
B,0.0458425524012677
B,0.0448373356544385
B,0.1073371798551976
B,0.0814946738830952
B,0.1034677587742769
B,0.0897465051205508
B,0.0885653278667799
B,0.0983493503484166
B,0.0515834389652164
B,0.0531275325148085
B,0.0592882409316744
B,0.0703830893447455
B,0.043421621096258
B,0.1031783570691007
B,0.1035830011111673
B,0.0801213654614786
B,0.2283036197740444
B,0.0363198023448002
B,0.0491457373343194
B,0.2238224163708659
B,0.091196222106568
B,0.0540841420871937
B,0.0917678543310713
B,0.0973553722386543
B,0.0519487290030201
B,0.1044777282181407
C,0.1357516145080644
C,0.0524900254454463
C,0.0513438544687166
C,0.0582201727989553
C,0.0790875972230873
C,0.0638486617947801
C,0.0492594878762658
C,0.0363455597439327
C,0.0595167887491406
C,0.0526533668415868
C,0.1347175836680285
C,0.0656455161740909
C,0.1119127665611507
C,0.0589263863915616
C,0.113207564348951
C,0.0368213772864916
C,0.0529006910693311
C,0.0742459540386324
C,0.052708389814527
C,0.0429120777828924
C,0.0526513262671908
C,0.0640946017754434
C,0.1866181189135926
C,0.0696597827938425
C,0.0793617880793027
C,0.0476144052348381
C,0.0348904631588004
C,0.0516559608240233
C,0.0387708068026925
C,0.0605542505547539
C,0.0387859229568576
C,0.0496313153453383
C,0.0891143472733973
C,0.0514553586064972
C,0.1239000289066725
C,0.0603766827641162
C,0.0501287370006431
C,0.0637141969259011
C,0.0754172134001308
C,0.0653071609181557
C,0.1244843709854512
C,0.0620484567932991
C,0.1425949371139595
C,0.1418687008466172
C,0.0563010198445997
C,0.0782230441683102
C,0.1258287101785893
C,0.0638066276539847
C,0.0655248417622655
C,0.0530368497068561
C,0.0792343427682433
C,0.0703391068243945
C,0.1418312596959519
C,0.0503184181815599
C,0.0350196237813131
C,0.0469958378035566
C,0.0400867981056989
C,0.0560215480100924
C,0.1000782398783354
C,0.0478029762912222
C,0.0517336391906198
C,0.0485122638886638
C,0.1854763123547632
C,0.0574236202396631
C,0.0860546535062155
C,0.0284636513029817
C,0.0764012707384987
C,0.0622095507024951
C,0.0835879736114211
C,0.0585717666655988
C,0.0599069866768515
C,0.0443112366757052
C,0.0509314298624284
C,0.0500700118949817
C,0.1857584550261536
C,0.0477277998319303
C,0.1215242201274491
C,0.0456277708533469
C,0.0722423640186852
C,0.0650012973785459
C,0.0578448337237875
C,0.0577618376598796
C,0.0721278831356656
C,0.1221933589222867
C,0.0498568450575247
C,0.0678579357005849
C,0.1145172743793007
C,0.0903547449554686
C,0.2269003454195286
C,0.0729975600855951
C,0.055049498960501
C,0.0761953282277904
C,0.0612745364034176
C,0.1232879768088309
C,0.0383548397338835
C,0.0842571122240158
C,0.0486840855020977
C,0.0374899627149159
C,0.0348052660653263
C,0.0445127700067378
C,0.068086568795226
C,0.0398283772743994
C,0.0495175870519986
